Transcript,Label,Binary Label
 Speed fluently.,NoStutteredWords,No-Stutter
 who wants to start a lesson.,NoStutteredWords,No-Stutter
 they come across as they,NoStutteredWords,No-Stutter
 It introduced the,Block,Stutter
 the person who hides,Block,Stutter
 secret. I know his secret.,NoStutteredWords,No-Stutter
 But he doesn't want his...,Block,Stutter
 you know,Interjection,Stutter
 speaking with,NoStutteredWords,No-Stutter
 make us fluent.,Prolongation,Stutter
" but you're right. Take, take, take, take.",SoundRep,Stutter
 sociology in the college.,NoStutteredWords,No-Stutter
,Block,Stutter
 I just absolutely forget about.,NoStutteredWords,No-Stutter
 doc,Interjection,Stutter
" May, may, may, may, may.",WordRep,Stutter
 another stop myself.,SoundRep,Stutter
 I can see that I could be speeding.,WordRep,Stutter
 The through might not fast enough.,NoStutteredWords,No-Stutter
 I'll be okay.,NoStutteredWords,No-Stutter
 So do you find that you can...,Prolongation,Stutter
 Studger and talk more free free.,SoundRep,Stutter
 freely to another person at Stuttars.,NoStutteredWords,No-Stutter
,Interjection,Stutter
 because you feel like that.,NoStutteredWords,No-Stutter
 Judgement isn't there? Right.,NoStutteredWords,No-Stutter
 Yeah.,Interjection,Stutter
" Seriously, what would you advise me?",SoundRep,Stutter
 younger people.,NoStutteredWords,No-Stutter
 Good. Good. Good.,Block,Stutter
" graduate school, but",Interjection,Stutter
生会を拱回する,WordRep,Stutter
" Oh, how's he getting involved in that?",NoStutteredWords,No-Stutter
 It was the moment that I did.,NoStutteredWords,No-Stutter
" Okay, a rain in.",SoundRep,Stutter
 Mm. Yes.,Interjection,Stutter
 started as a condition.,NoStutteredWords,No-Stutter
" Oh, I just think that's in there.",Interjection,Stutter
 und und auch an<|de|> der Dinate,SoundRep,Stutter
" Yeah, I do know.",WordRep,Stutter
 and it's all that hidden bear.,WordRep,Stutter
 baggage that we carry around.,NoStutteredWords,No-Stutter
 واحدة لتشكيلة של وازالة ذ mnie وضع له توقع Stalin طلبه ويستمي هنا ماchte stuck бумالم ..كليل ..تبق بدي سليل سوي shit ..مالحك ..كليل ..يسوف ..مري Should 4 ايل issue,SoundRep,Stutter
 Datenting.,SoundRep,Stutter
 And those suitcases get really heavy.,NoStutteredWords,No-Stutter
 advice would you give to,NoStutteredWords,No-Stutter
 High school kid.,NoStutteredWords,No-Stutter
 that you know it's just trying to,Interjection,Stutter
 be lifelong.,Prolongation,Stutter
 um it may not be,NoStutteredWords,No-Stutter
 or an earned earned.,SoundRep,Stutter
" Hmm, yeah, because when you first said",Interjection,Stutter
 Uh-huh. Yeah.,NoStutteredWords,No-Stutter
 Yep. It happened.,Interjection,Stutter
" or, or, or, maybe, maybe, maybe, maybe, you know,",WordRep,Stutter
" you know, but I had never taken those up for",Interjection,Stutter
 It was a scene and yeah,Prolongation,Stutter
" Yeah, I think",WordRep,Stutter
 But it is important as,NoStutteredWords,No-Stutter
 as peep peep.,SoundRep,Stutter
" Deep, people who've stutter and",SoundRep,Stutter
" Oh, oh.",SoundRep,Stutter
 Yeah.,NoStutteredWords,No-Stutter
 You're so right.,Interjection,Stutter
 you being so open and honest.,Interjection,Stutter
 They are perfect. Oaaaz.,Prolongation,Stutter
 ve regen落alala ağat. Ann later,SoundRep,Stutter
" Please look, for instance, a linear load voltage costromo. It is being fixed. And this driver is also an attacker. He is, a CAD star. And second user takes a look at his",NoStutteredWords,No-Stutter
 you're gonna inspire a lot of,NoStutteredWords,No-Stutter
 people that that that,WordRep,Stutter
 Definitely know what you're talking about.,WordRep,Stutter
 talking about. Have you told?,Block,Stutter
 to the owner.,SoundRep,Stutter
 You add your order Add the others,SoundRep,Stutter
 but it will not be an A.,Prolongation,Stutter
 productive way or away.,Block,Stutter
" and in, in, in, in.",SoundRep,Stutter
 So you're saying that,NoStutteredWords,No-Stutter
 I can't confront you about that. Because...,Prolongation,Stutter
 because they think that you,NoStutteredWords,No-Stutter
 was thatering? Tomorrow.,Interjection,Stutter
" Well, not in that part.",Prolongation,Stutter
 Take eight eight eight eight eight.,SoundRep,Stutter
 Hmm. That's...,WordRep,Stutter
 They say anything that keep me.,SoundRep,Stutter
 Thank you. Thank you.,SoundRep,Stutter
 people will just be,SoundRep,Stutter
 It happens if you pay the sa landscaAY.,SoundRep,Stutter
" Cool, did, did, did, did.",WordRep,Stutter
,SoundRep,Stutter
" Yeah, I think people",WordRep,Stutter
 experiences of people.,NoStutteredWords,No-Stutter
 making fun of you.,Block,Stutter
 Thank you.,Interjection,Stutter
 Most of those experiences are,Prolongation,Stutter
 to time.,Interjection,Stutter
 I can't really remember,NoStutteredWords,No-Stutter
 I can't really remember specific,SoundRep,Stutter
" Get it, get it, get it.",SoundRep,Stutter
 A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A,SoundRep,Stutter
" So, um...",Prolongation,Stutter
 I am not sure if it's to just me and Mike.,NoStutteredWords,No-Stutter
屉的AppleGocil,SoundRep,Stutter
 elbow.,NoStutteredWords,No-Stutter
 Most of those. Peep. Peep.,SoundRep,Stutter
 people overtly stuttering.,SoundRep,Stutter
 Did you start?,WordRep,Stutter
 Colenary Arts by any chance.,NoStutteredWords,No-Stutter
 stuttering overtly and what a,Prolongation,Stutter
" And what appears to me, you seem to be",WordRep,Stutter
,SoundRep,Stutter
" Yeah, yeah, you know it.",WordRep,Stutter
 It seems like there's more and more.,NoStutteredWords,No-Stutter
 people begins,Interjection,Stutter
 so that they don't have to actually talk.,NoStutteredWords,No-Stutter
 Start!,SoundRep,Stutter
 and stutter with others.,NoStutteredWords,No-Stutter
 Uh-huh. Uh-huh. Uh-huh. I actually think,Interjection,Stutter
 Writing back and forth with,NoStutteredWords,No-Stutter
 immune. It,Block,Stutter
 email back and forth with each other.,NoStutteredWords,No-Stutter
 And I wonder our people.,NoStutteredWords,No-Stutter
" people who stutter, are they",NoStutteredWords,No-Stutter
 is all the electronic stuff.,NoStutteredWords,No-Stutter
 taking the place of that.,Interjection,Stutter
 I would actually egg grain both sides.,NoStutteredWords,No-Stutter
 daughter ya,SoundRep,Stutter
" Well, there's...",NoStutteredWords,No-Stutter
 on Stuttering Community.,NoStutteredWords,No-Stutter
 they were the first one.,SoundRep,Stutter
 Learn from Death&رations where there are many people starting dear to passionate and support their dreams.,Interjection,Stutter
 uh it had teeth made-it had teeth. I didn't understand. Anyway it hit my ab duymi.,WordRep,Stutter
 and,SoundRep,Stutter
 a,Interjection,Stutter
 And what's that been like?,WordRep,Stutter
 Allah Allah Allah Allah,SoundRep,Stutter
 Just from talking.,NoStutteredWords,No-Stutter
 People who stutter over Skype.,NoStutteredWords,No-Stutter
耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶耶,SoundRep,Stutter
 allowing other people.,SoundRep,Stutter
 people,SoundRep,Stutter
 people to see the physical,NoStutteredWords,No-Stutter
 I had done my first Skype session.,Prolongation,Stutter
 I don't know what exactly came up.,Interjection,Stutter
" Well, there's certainly lots of...",NoStutteredWords,No-Stutter
" Allah, Allah, Allah, Allah.",SoundRep,Stutter
 Tadith? E geh Jee Jee Sauce.,SoundRep,Stutter
" Yeah, yeah, yeah, as us.",SoundRep,Stutter
 Have you ever had speech therapy?,NoStutteredWords,No-Stutter
 do you do you feel that you,WordRep,Stutter
 benefit it from learning,Prolongation,Stutter
 check. Oh yes. That makes. So.,Block,Stutter
 So did it help?,Interjection,Stutter
 I can say that the Holland's communication.,Block,Stutter
 a whole lot they really didn't know it.,NoStutteredWords,No-Stutter
 woo...,NoStutteredWords,No-Stutter
 Not to come up with. Not to come up with. Not to come up with.,SoundRep,Stutter
 But,Block,Stutter
" Oh, oh, oh, oh, oh, oh sister.",SoundRep,Stutter
 Seeviv Mmup. See tv-to 후.,SoundRep,Stutter
 Were there any other kids?,NoStutteredWords,No-Stutter
 enough of me in genesis what them,SoundRep,Stutter
" Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh",SoundRep,Stutter
" So, um...",WordRep,Stutter
 How has stuttering now? how toabus.,SoundRep,Stutter
,SoundRep,Stutter
" Yeah, it's...",Interjection,Stutter
 uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh,Block,Stutter
 So the day went base.,Interjection,Stutter
" Oh, oh, oh, oh, oh, oh, oh. I've heard that.",SoundRep,Stutter
" covered over, I think.",Block,Stutter
 I hated it.,Interjection,Stutter
 every will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will,SoundRep,Stutter
,SoundRep,Stutter
" Right, it's like the pink elephant.",NoStutteredWords,No-Stutter
" respeckful, you know?",Block,Stutter
 I would say.,Interjection,Stutter
 I felt like I couldn't say and,Block,Stutter
 a,Block,Stutter
 and and,SoundRep,Stutter
 What about so?,Block,Stutter
 impact of that.,SoundRep,Stutter
" Well, I've always",Interjection,Stutter
 group of friends.,Prolongation,Stutter
 that has an,Interjection,Stutter
 current job.,Interjection,Stutter
あ、チーキ!チーキ!,WordRep,Stutter
 and then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then then,SoundRep,Stutter
" And I mean, how did that come out?",Interjection,Stutter
 first met.,Interjection,Stutter
 Like how,Prolongation,Stutter
 how how did she react?,WordRep,Stutter
 Act.,NoStutteredWords,No-Stutter
 She was a bit.,NoStutteredWords,No-Stutter
 She was a bit hesitant.,Block,Stutter
 and did,Interjection,Stutter
 Did your friend like,Interjection,Stutter
" He's on Instagram ask the authorities if things helped to understand that Génaci met here more. If he talks even more correctly enough, Xeness is the לפact of a botanical dozen and they were so proud that the city was at an at Signal's supporters...)",NoStutteredWords,No-Stutter
" Yeah, she had pretty",Interjection,Stutter
 Is,SoundRep,Stutter
 Do you think in hindsight?,WordRep,Stutter
 Told your girlfriend that you started?,NoStutteredWords,No-Stutter
 It may have been a,Interjection,Stutter
 So she's late.,NoStutteredWords,No-Stutter
" So, so, um,",WordRep,Stutter
 like based on your stuttering.,NoStutteredWords,No-Stutter
 I,Prolongation,Stutter
 What does she think?,Prolongation,Stutter
" I mean, it sounds like it's...",Prolongation,Stutter
